"track","stream_on_youtube","stream_on_spotify"
"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)","0","55146626"
"I Follow Rivers - The Magician Remix","0","433478010"
"Walking on Sunshine","0","10207551"
"Wish You Were Sober","0","157979493"
"528 Hz Whole Body Regeneration","0","78705825"
"Hold Me Down","0","4552902"
"Du propre","0","36335874"
"Man With The Bag","0","89844361"
"Wieder 2015","0","11689214"
"Quand j'y repense","0","13350510"
"Set do G15 - A Revoada Começou","0","122302228"
"Dois Enganados","0","106016943"
"El Próximo Viernes","0","38026114"
"Aquela Pessoa - Ao Vivo","0","119352963"
"Nose On The Grindstone (OurVinyl Sessions)","0","125145609"
"Deira City Centre","0","105402443"
"Never Leave","0","12487437"
"Arbol Sin Hojas","0","105714879"
"96 - Tausendundein Tor! - Teil 01","0","141143"
"Hate Bein' Sober","0","230039009"
"Lady May","0","194269891"
"To You Alone","0","7177114"
"LUNEDI'","0","61225205"
"Paper Aeroplane","0","63133690"
"BABY SAID","0","7793891"
"STANOTTE (feat. Coez, Massimo Pericolo)","0","1298652"
"Relación - Remix","0","556680344"
"Ain't It Fun","0","382524246"
"Hate Me","0","612963429"
"Flicker","0","120100167"
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","362292694","724585388"
"This Is What I Mean","0","8683427"
"Budapest","0","889360130"
"Goodbye Baby","0","21496806"
"Growing Sideways","0","14348913"
"Angel Baby","0","329232253"
"CAN'T TOUCH THIS - R3HAB Remix","0","7201061"
"Putariazinha","0","107436411"
"Letzte Träne","0","82960492"
"Miedito o Qué? (feat. KAROL G)","0","120937930"
"Mad Love","0","283514002"
"Late Night Talking","0","540698676"
"Pure Water (with Migos)","0","1249449292"
"On Me","0","250953152"
"Miénteme","0","1031650082"
"What You Need","0","28185012"
"Regenbogenfarben","0","54920682"
"2 Mins of Pain (feat. Alborosie)","0","17820817"
"Arcade (feat. FLETCHER)","0","130209815"
"12345","0","2187818"
"Pass The Nirvana","0","17354146"
"BEDOESIARA","0","54874488"
"Collide (Sped Up Remix)","0","52526180"
"So We Won't Forget","0","40373443"
"All We Got (feat. KIDDO) - Ofenbach Remix","0","47770051"
"Tiago PZK: Bzrp Music Sessions, Vol. 48","0","619051354"
"It's Plenty","0","47608270"
"cobain","0","92002959"
"From The Ashes (with Skylar Grey) - Paul van Dyk Remix","0","1466748"
"Moog City","0","27874815"
"Riptide","0","1778913381"
"96 - Tausendundein Tor! - Teil 06","0","106025"
"All To Me","0","74013461"
"Clean White Noise - Loopable with no fade","0","1912871430"
"I'll Be Good","0","187047961"
"My Dilemma 2.0","0","25374083"
"Hace Calor","0","51409305"
"GYALIS (Remix) [feat. Chris Brown & Popcaan]","0","13816788"
"NO REPLY","0","4718868"
"Dance of the Druids (feat. Raya Yarbrough)","0","25485924"
"Something New","0","61085827"
"For the Last Time","0","174167162"
"Better Version (feat. Kelsea Ballerini)","0","11097764"
"Don't Leave","0","295089561"
"Follow Your Arrow","0","116272468"
"Tocame","0","71569518"
"Set Me On Fire","0","1352167"
"Better in the Dark","0","7318059"
"BILLS PAID (feat. Latto & City Girls)","0","8930963"
"Bloom - Bonus Track","0","414382054"
"Young","0","350308790"
"Blinded By Your Grace, Pt. 2 (feat. MNEK)","0","103003304"
"Like Real People Do","0","307264645"
"Shit Real (feat. Tee Grizzley)","0","17021367"
"No Stylist (feat. Drake)","0","407435431"
"Murder In My Mind - Sped Up","0","67480391"
"Japanese Denim","0","376424938"
"Mirador","0","11539068"
"Millions","0","49582949"
"MAMA.CITA (hasta la vista)","0","51724248"
"Tip Toe (feat. French Montana)","0","346367209"
"Moondust","0","47814348"
"Famous Friends","0","251979156"
"Diva (feat. Lil Tecca)","0","237096778"
"Intimidated (feat. H.E.R.)","0","52989007"
"Liquidificador - Ao Vivo","0","2101819"
"All Night - Slowed N Reverb","0","30182873"
"Ektarfa","0","35264640"
"Quickie","0","14312278"
"Diferente dos Diferentes","0","32789670"
"1 step forward, 3 steps back","0","311967740"
"Never Be the Same","0","755064212"
"0% Angel","0","14230967"
"Everything But You (feat. A7S)","0","40233392"
"Hood Gone Love It (feat. Kendrick Lamar)","0","70761707"
"What A Time (feat. Niall Horan)","0","564533531"
"COMPLETE MESS","0","52173034"
"Arabella","0","415683371"
"Tap (feat. Meek Mill)","0","216990953"
"Son Of The Dirty South","0","10950111"
"CUÁNTO VALE HACER EL AMOR?","0","16327168"
"We Must Be Killers","0","6431025"
"Me vas a ver","0","67763779"
"Fake","0","1174698"
"Norf Norf","0","179097153"
"Dancing’s Done","0","16210651"
"Wieder Lila","0","148400524"
"Okay","0","90451718"
"SNAP - Acoustic","0","2475726"
"ACQUA TONICA (feat. Geolier & Junior K)","0","29843773"
"Primadonna","0","287385487"
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)","0","677279456"
"NEW MAGIC WAND","0","364387853"
"Corazon Hambriento (feat. Abel Pintos)","0","46287450"
"BEBÉ","0","324741235"
"Wild Things","0","393933488"
"Tacones Rojos","0","416876079"
"Reflections","0","181860613"
"L'odeur de l'essence","0","39039720"
"Who Are You, Really?","0","20670379"
"Namora Aí","0","56255476"
"Derinlerde","0","31061090"
"The Nights","0","1283342035"
"Baila Pa Mi","0","21287178"
"Tell Me Something I Don't Know","0","34844774"
"Call You Mine","0","1115952174"
"Brother","0","240859512"
"Acapulco","0","305987348"
"Rocket Science","0","13514276"
"Party","0","513627219"
"Occhi rossi","0","29464691"
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","0","274189335"
"Icon","0","334264391"
"BLUTMOND","0","2356583"
"81 - Geheimnis im Spukhotel - Teil 10","0","310515"
"Dreams Come True","0","4849015"
"Llorar y Llorar - con Carin Leon","0","186221368"
"Iam The Stripclub","0","18969948"
"A Meu Favor","0","24211182"
"Bloody Waters (with Anderson .Paak & James Blake)","0","78511720"
"Hola Como Vas","0","73716780"
"My Satisfaction","0","13232690"
"brutal","0","449425821"
"Lambo Diablo GT (feat. Nimo & Juju) - Remix","0","66252455"
"Tick Tock (feat. 24kGoldn)","0","921446574"
"New","0","201116441"
"Don't Call Me Up - R3HAB Remix","0","83945462"
"No Celestial","0","13839148"
"Make No Sense","0","296465227"
"Ivy","0","528951082"
"Have Faith In Me","0","88246230"
"Face 2 Face","0","27851004"
"Cooler Than Me - Gigamesh Remix","0","3228259"
"Onizuka","0","146860962"
"The Mannequin Song","0","4175358"
"Drop The Game","0","269218181"
"STILL CHOSE YOU (feat. Mustard)","0","56824302"
"Tilidin","0","161139509"
"Malas Decisiones","0","15144080"
"Dybala","0","90308699"
"LAND OF FIRE","0","27926832"
"Sewindu","0","63625101"
"If I Killed Someone For You","0","146791543"
"Catch Me Outside","0","244865149"
"Athéna","0","20588929"
"Piel Con Piel","0","18787890"
"Tan Bonita","0","157406596"
"SI ES AMOR","0","10972224"
"Tum Kyu Chale Aate Ho - Unplugged","0","12419969"
"NESSUNO (feat. Geolier)","0","25774715"
"Cold as Ice","0","171408139"
"Empty Phases","0","4647978"
"UN PASO","0","27511243"
"SEXY","0","7302830"
"Ambition For Cash","0","135110291"
"The Race - Remix","0","136172862"
"More Than Friends","0","147631709"
"No Sabía Cuánto","0","49991020"
"I?mkans?z?m","0","80918478"
"INDUSTRY BABY (feat. Jack Harlow)","0","3315167994"
"Let It All Go","0","202208930"
"A Veces (feat. Feid)","0","48187868"
"Cake","0","216395444"
"Crazier Things (with Noah Kahan)","0","37612717"
"Taking Pictures Of You","0","35288376"
"napori","0","73020449"
"20 Min","0","706013379"
"Haft betritt den Raum","0","1299277"
"As She's Walking Away (feat. Alan Jackson)","0","95298814"
"THE SHADE","0","166723787"
"Mercy","196048808","1112788942"
"Casi Amor De Verano","0","30518993"
"Declaração pro Bar - Ao Vivo","0","178830646"
"MIDDLE OF THE NIGHT - HARDSTYLE REMIX","0","17125177"
"Forever (feat. Elley Duhé)","0","7932590"
"Take Me Home","0","290077436"
"Spiderhead","0","58288472"
"Wieso tust Du dir das an?","0","115772296"
"Moonwalking in Calabasas (feat. Blueface) - Remix","0","263581009"
"Feel Something","0","93954206"
"Never Forget You","0","1754843396"
"The Only Exception","0","337615623"
"GOSHA","0","281423147"
"I Need A Girl (Feat. G-DRAGON)","0","23896510"
"Segundos Platos","0","27030559"
"All The Time (feat. Lil Wayne & Natasha Mosley)","0","262862454"
"Coffin","0","68366539"
"Energie sombre","0","32009855"
"Simple Song","0","103501713"
"Coffee","0","114905173"
"Devil Like Me","0","108925761"
"IMPORTED (with 6LACK)","0","137669561"
"Nandemonaiya - movie ver.","0","82427225"
"Another One","0","67366089"
"Who Do You Love","0","1000773086"
"Still Falling For You - From ""Bridget Jones's Baby""","0","299145322"
"Juke Jam (feat. Justin Bieber & Towkio)","0","277649769"
"Come nelle canzoni","0","36960764"
"Yes Indeed","0","844932746"
"Mad Max","0","36349446"
"Vanilla Twilight","0","89360473"
"Anything Goes","0","162372259"
"Bad Habit - Sped Up","0","36549314"
"Mary On A Cross - slowed + reverb","0","12446258"
"Bestie","0","118720132"
"Piggypink","0","9319560"
"Build","0","18140041"
"The Less I Know The Better","0","1192234379"
"cardigan","0","563359986"
"Sci-Fi","0","18929102"
"Jadi Yang Kuinginkan","0","20383272"
"Año Sabático","0","7968340"
"Con Tus Besos","0","220599137"
"Vex Oh (feat. Eight9FLY)","0","55283869"
"Wasted Nights","0","56626092"
"My Oasis (feat. Burna Boy)","0","147176266"
"Look Into My Eyes","0","272660"
"Vampiro","0","433582221"
"Beat the Odds","0","57624166"
"Marisola - Remix","0","183821325"
"Needed Me","0","1150692722"
"Coma Cat - Purple Disco Machine Re-Work","0","3346785"
"Collard Greens","0","490219494"
"Stoff und Schnaps","0","64572846"
"Nem Vá","0","85020938"
"Debo Entender","0","243958755"
"Time for That","0","136052502"
"Não Sei o Que Lá","0","245505261"
"The Other Woman","0","117395604"
"Run (with Galantis)","0","121623574"
"Where Did You Go? - A1 x J1 Remix","0","7459347"
"Un Altro Show (feat. Geolier)","0","16192390"
"Let Me Love You (Until You Learn To Love Yourself)","0","208977128"
"Grey Gods","0","56880259"
"Infinity (PRETTY YOUNG Remix)","0","25142932"
"Myth","0","114153480"
"Session 32","0","154019756"
"Tadow","0","347955195"
"Yo x Ti, Tu x Mi","0","489405512"
"Static","0","139984954"
"My Kinda Party","0","98496932"
"I Can Talk","0","79912609"
"Daquele Jeito","0","28264791"
"Where The Lights Are Low","0","127925814"
"Maha Pemilik Hati","0","6326019"
"Your Teeth In My Neck","0","62588779"
"Out Of Love (feat. Internet Money)","0","185785225"
"DEVASTATED","0","312366212"
"I Want To Hurt Myself","0","3736298"
"ULTRA SOLO REMIX","0","860667175"
"La Princesa","0","37291040"
"10:35 (feat. Tate McRae) - Joel Corry Remix","0","1603893"
"Aquelas Coisas","0","149544852"
"VIBEZ","0","393777980"
"In Your Arms","0","2940254"
"21 Reasons (feat. Ella Henderson)","0","146174913"
"Paninindigan Kita","0","36315940"
"Beautiful (feat. Camila Cabello)","0","1324569766"
"TURYSTA","0","15829995"
"Bitch Back (feat. FLETCHER)","0","9793493"
"Água Nos Zói - Ao Vivo","0","85639987"
"Ninguém Tá Puro","0","7764651"
"Plain Jane","0","640708592"
"That's What Tequila Does","0","21313220"
"This Is Home","0","252307812"
"PURE (feat. G Herbo)","0","1086406"
"81 - Geheimnis im Spukhotel - Teil 02","0","338141"
"Walk Above the City","0","10699848"
"Wasted","0","1858574"
"Our Song","0","391290612"
"Whatever It Is","0","111423020"
"CLOUT COBAIN | CLOUT CO13A1N","0","193608885"
"Blue Side (Outro)","0","69475923"
"Talk","0","962787683"
"See The Light","0","7225265"
"YumYum","0","10221442"
"Fantasi","0","87119139"
"Matsuri","0","29301893"
"Never Comin' Home","0","43454108"
"Little Talks","0","828553788"
"My Shit","0","378123612"
"I Need You Christmas","0","45948796"
"TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix","0","163214579"
"Los Cachos","0","283431614"
"BABY OTAKU","0","260412046"
"False Confidence","0","154946123"
"LOVE DIVE -Japanese version-","0","859999"
"Nirbhau Nirvair","0","1946914"
"Solitude (with BIA & Lucky Daye)","0","1555113"
"Don't Leave Me Lonely","0","13101428"
"Love Sick","0","33107781"
"On Repeat","0","41503198"
"Who's","0","64343275"
"Wishing","0","97021962"
"FATALITY","0","12546039"
"Dandelions - slowed + reverb","0","184107232"
"Leave Me Like This","0","2756256"
"Run The Show","0","132920"
"We Never Give Up (Todo Venceremos)","0","395435"
"This Charming Man - 2011 Remaster","0","325100346"
"Fan","0","9929675"
"Ain't No Way Around It Remix feat. Future, Big Boi & Young Jeezy","0","9854157"
"Drown (feat. Clinton Kane)","0","191999405"
"X6","0","1894155"
"Takeaway","0","1122874976"
"pRETTy","0","2240702"
"Poderosa","0","49598906"
"Let's Dance to Joy Division","0","149548355"
"Supercut","0","196833616"
"Kampfgeist V","0","7520519"
"B-Side","0","55580474"
"Playground (from the series Arcane League of Legends) - Baby Tate Remix","0","1096019"
"FRESCO","0","74012555"
"Non lo Sai","0","26711741"
"Me and My Guitar","0","199119755"
"432 Hz Miracle Sleep Tone","0","50123043"
"oui","0","550929423"
"Good Vibe","0","65203194"
"Lifestyle (feat. Adam Levine) - David Guetta Slap House Mix","0","13436144"
"Always Want Me","0","4991855"
"All The Stars (with SZA)","0","2341903022"
"Good Things Fall Apart (with Jon Bellion)","0","198951323"
"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign)","0","631271463"
"Aaron Burr, Sir","0","360741826"
"QUEREME","0","24511479"
"YEAH RIGHT","0","581765561"
"From Austin","0","61841630"
"Drugs","0","56078627"
"Roll The Dice (feat. Stamina MC & Lily Allen)","0","36525326"
"9","0","63962097"
"I'm So Happy (with BENEE)","0","10896774"
"Lambo Diablo GT (feat. Nimo)","0","74836616"
"Jocelyn Flores","0","1883955591"
"psychofreak (feat. WILLOW)","0","64781946"
"Me Estoy Enamorando - en Vivo","0","32592555"
"Me and My Husband","0","208600500"
"Password","0","19869088"
"96 - Tausendundein Tor! - Teil 10","0","102027"
"Santa Tell Me","0","826416078"
"emotions","0","318236103"
"Potato Salad","0","223928278"
"Teri Nazar Mein - Unplugged","0","1104956"
"Gal A Bubble","0","22124682"
"Vamp Anthem","0","156759159"
"Se Fue La Pantera (En Vivo)","0","144802071"
"Hotel","0","74337312"
"Sugar Rush Ride","0","8760157"
"Gooey","0","295935353"
"Yo Soy El Pirata","0","18289049"
"Cigarettes out the Window","0","148314997"
"when was it over? (feat. Sam Hunt)","0","123142110"
"Sign Of Life","0","10421730"
"HASTA LA MUERTE","0","112184544"
"Caught Up (with Olivia O'Brien)","0","21705614"
"Colorado","0","84362382"
"Confident","0","476086791"
"La Bachata","0","786419578"
"distorted memories","0","7321142"
"FIGURES","0","167619713"
"There's Nothing Holdin' Me Back","0","1546722489"
"Like A G6","0","533889859"
"Won Da Mo","0","7473973"
"Breaking Me - HUGEL Remix","0","57813687"
"Kahani (From ""Laal Singh Chaddha"")","0","21672529"
"SAMURAI","0","7630538"
"NUOVO RANGE (con SFERA EBBASTA)","0","120727099"
"Zen","0","5194344"
"Cosmic Love","0","145384725"
"ALREADY","0","117635919"
"Slow Dance In A Parking Lot","0","165072721"
"See Bout It (feat. Mustard)","0","13926572"
"La Noche Oscura (feat. Anuel AA)","0","11444611"
"On My Way to You","0","94779592"
"Don't Call Me Up","0","899187774"
"Someone New","0","375319806"
"bag or die","0","3334346"
"VILLAIN","0","129740331"
"Frio e Calculista","0","26300638"
"Feliz Cumpleaños Ferxxo","0","287512221"
"Nataaoki","0","66285945"
"Maldivas","0","44777988"
"Devil by the Window","0","5011442"
"Thinkin Bout You","0","671085032"
"Te Extraño","0","35976271"
"Made You Look (feat. Kim Petras)","0","568716"
"Galactic","0","9409212"
"Dua Lipa","0","121009387"
"Rescue","0","131542361"
"Aftertaste","0","48683130"
"Freaking Out the Neighborhood","0","205899699"
"Pehle Kabhi","0","925560"
"TOILET WATER (feat. Ski Mask The Slump God)","0","1674242"
"Teenage Mind","0","129898548"
"Why Worry","0","70615697"
"Hati-Hati di Jalan","0","168838890"
"Während du","0","12235388"
"Runner","0","6812973"
"Say You Won't Let Go","0","2229658373"
"the perfect pair","0","52377086"
"New Level (feat. Future)","0","174252080"
"Yesterday - The Voice Performance","0","7558089"
"El Famoso Chino Antrax","0","19486485"
"SOHO","0","92500723"
"Hanfendi","0","14085087"
"Inseparables","0","22597510"
"SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)","0","279617214"
"Nonsense - Sped Up Version","0","6225140"
"Murder In My Mind","0","262426709"
"Vikram - Title Track","0","54217671"
"My Type (feat. City Girls & Jhené Aiko) - Remix","0","67256871"
"Rolex® On A Redneck","0","19484716"
"Work Out","0","668185556"
"Elle pleut","0","81002593"
"Goodnigth Menina","0","7234040"
"Seandainya","0","73176779"
"TERRAZA","0","72636523"
"girls girls girls","0","26981462"
"Anchor","0","247255946"
"Armed & Dangerous","0","64863977"
"Superficial Love - Single Version","0","32161096"
"Don't Move","0","62945585"
"Tach Tach","0","7591012"
"Boys Will Be Bugs","0","233752119"
"Sweet Melody","0","205861097"
"Desire","0","19528989"
"Tiefschwarz (feat. Samra)","0","56680872"
"Qué Más Pues?","0","658756141"
"CORAÇÃO CIGANO - Ao Vivo","0","155073772"
"Hikikomori","0","6342657"
"Weightless","0","107127673"
"Me Dejé Ir Con Todo","0","8575574"
"She Moves In Her Own Way","0","292521420"
